identifier	lemma	context	indices_target_token
1929-1965_stoff_1528	stoff	In this sentence "Tåpene av disse stoffer foregrr til alle tider, når der er fuktighet nok til at sigevann opstår; men storst er tapet for alles vedkommende i den varme årstid, øar der produseres de sfirste mengder salpetersyre, forutsatt at der da ikke eksisterer en plantevekst som efter hvert ka/i opta salpetersyren.", "stoff" means in one word :	349:350
1929-1965_stoff_1230	stoff	In this sentence "Godkjenningen kan kalles tilbake når tilsynsmyndigheten finner grunn til det. Det er ikke til hinder for at der senere gis ytterligere forskrifter eller pålegg om innretning og drift av anlegg og apparater. § 3. Lier eller bruker av anlegg, apparater eller stoffer som gar inn under denne lov. kan pålegges a betale avgift for godkjen- ning og tilsyn etter regler og satser som departementet bestemmer. Slik avgift kan også pålegges selger av apparater og materiell for undersøkelse og godkjenning. § 4. Blir de forskrifter eller pålegg som gis etter denne lov. ikke etterkommet innen den frist som er satt. kan departementet eller tilsynsmyndigheten forby bruk av vedkommende anlegg, apparater eller stoffer.", "stoff" means in one word :	756:757
1970-2015_stoff_10200	stoff	In this sentence "En forutsetning er da at redaksjonen ikke lager mer spesielt stoff som intervjuer m.v.", "stoff" means in one word :	133:134
1929-1965_stoff_104	stoff	In this sentence "Tingene blir laget av stoff.", "stoff" means in one word :	75:76
1980-1990_stryk_12	stryk	In this sentence "Elva vekslar mellom slake parti, ofte med store myrområde, og kortare parti med fossar og stryk.", "stryk" means in one word :	143:144
1980-1990_stryk_78	stryk	In this sentence "Herfrå renner elva i fosser og stryk uten å gå gjennom flere vatn. Vatna er relativt grunne (18 — 28 m).", "stryk" means in one word :	151:152
2012-2019_stryk_274	stryk	In this sentence "Men når eksamen naermer seg, vendes situasjonen til det motsatte. I tillegg til redusert velvaere og negative helsemessige konsekvenser kommer redusert prestasjonskvalitet - dårligere karakterer og økt sannsynlighet for stryk.", "stryk" means in one word :	273:274
1980-1990_stryk_57	stryk	In this sentence "Nedenfor Vangsvatnet tar Vosso opp endel mindre sideelver før det via Evangervatn renner ut i Veaf jorden. Elva renner her i stryk med stille partier innimellom. I dette partiet er dalføret trangt og med bratte dalsider.", "stryk" means in one word :	267:268
1980-1990_stryk_42	stryk	In this sentence "Atnasjømy- Varige eller sesongpregete sterke reduksjoner i elvas vannføring hindrer vandring av fisk, tørrlegger gyte- og oppvekstplasser og reduserer formeringen. Den naere tilpasning hos f.eks. laks og sjøaure til vannføring og temperatur som Vilt og ferskvannsfisk og vassdragsvern har betydning for fiskens gang i elvene og for passering av stryk og fosser, blir ved regulering brakt ut av balanse og vil ofte ødelegge vandringsmønsteret.", "stryk" means in one word :	489:490
2012-2019_stryk_705	stryk	In this sentence "Ga oppholdstillatelse til vitne Lime-skiltene må ned for å få varer Lime-butikker fikk stryk fra revisor", "stryk" means in one word :	151:152
2012-2019_stryk_854	stryk	In this sentence "Men til ingen nytte. Jarle Aasland Petter Thoresens mannskap tok seg av VIF før Storhamar fikk stryk i finalen.", "stryk" means in one word :	158:159
2012-2019_stryk_663	stryk	In this sentence "Han er veldig glad i å gi stryk og kos, men siden jeg ikke har hender er det vanskelig å gjengjelde tjenesten.» Og: «Han lytter godt til irettesettelser og er svaert laerenem, så jeg tror ikke en medeier vil ha noen problemer med å tilpasse han til sitt behov.» – Responsen er svaert bra, jeg har ikke kommet gjennom alt ennå. Jeg har fått over 220 svar. De kommer fra hele landet, helt fra Finnmark, og ett svar fra Stockholm.", "stryk" means in one word :	474:475
1980-1990_stryk_71	stryk	In this sentence "Elva har ingen markerte fall, men lange strekninger av løpet går i stryk.", "stryk" means in one word :	120:121
1980-1990_stryk_90	stryk	In this sentence "Botnbreer har vaert aktive også etter den tid. Elveløpene er varierte fra stryk og fosser i trange gjel til langstrakte rolige loner.", "stryk" means in one word :	180:181
1980-1990_stryk_109	stryk	In this sentence "Den hadde da et loddrett f all på 29 m og nedenfor et stryk på 5 m. Bind VI B— 16 Bekkalunfossen.", "stryk" means in one word :	144:145
1980-1990_stryk_38	stryk	In this sentence "Mellom den gamle og nye Hagabrua går elva i stryk med ca. 3 m. fallhøyde.", "stryk" means in one word :	120:121
2012-2019_stryk_543	stryk	In this sentence "Dette vil vi se naermere på nå, sier han. Når det kommer til de to produktene som får stryk i testen, sier Pedersen at de først og fremst skal merkes, men at de vil vurdere om de skal fortsette å selge dem. - Umiddelbart vil vi merke disse produktene tydelig. Videre vil vi gjøre en vurdering om vi fortsatt skal tilby disse eller ikke, hevder han overfor Dinside. - Dette er en deklarasjonstest, ikke en risikovurdering! I Norge er det Mattilsynet som fører tilsyn med at kosmetikk omsettes på markedet slik regelverket sier.", "stryk" means in one word :	573:574
2012-2019_stryk_675	stryk	In this sentence "En slik rettsanvendelse ville stått til stryk på eksamen i jus. Stortinget har et ansvar for at Norge ikke bryter folkeretten.", "stryk" means in one word :	173:174
2012-2019_stryk_774	stryk	In this sentence "Trump får stryk for dårligere engelsk enn Solberg Statsminister Erna Solberg hilser på USAs president Donald Trump under pressekonferansen i Det hvite hus i Washington onsdag. Foto: Heiko Junge / NTB scanpix", "stryk" means in one word :	254:255
1980-1990_stryk_17	stryk	In this sentence "Padlingen foregår oftest i stryk eller i elver dominert av stryk.", "stryk" means in one word :	112:113
2012-2019_stryk_91	stryk	In this sentence "- Evalueringsarbeidet står til stryk Karl Heinrik Melle (t.v.) gjorde en bedre figur enn Tarjei Rygnestad ifølge Adresseavisens kommentator. Foto: OLE MARTIN WOLD Karl Heinrik", "stryk" means in one word :	222:223
1980-1990_stryk_55	stryk	In this sentence "Fra Imsavassdragets lavestliggende vatn renner elva med forholdsvis jevnt fall 43 km til utløpet i Glomma. Eldåa og Trya går som striere stryk og sistnevnte danner fossen Storfallet. Innsjøarealet utgjør mindre enn 1% av hele nedbørfeltet.", "stryk" means in one word :	286:287
1980-1990_stryk_37	stryk	In this sentence "Han var 42 og Kona Olme Embretsd. 45 år. De hadde 3 barn, Ingebør 11, Peder 9 og Olava 5 år. Ovenfor plassen Kvernhusdalen eller Øvre Mastekastet går Holme vannsbekken i et sterkere stryk.", "stryk" means in one word :	235:236
2012-2019_stryk_219	stryk	In this sentence "Barnes gir FA stryk for innsatsen.", "stryk" means in one word :	81:82
2012-2019_stryk_555	stryk	In this sentence "Den slovakiske verdensmesteren har vaert et visuelt refreng i front gjennom hele vårsesongen, og etter to overbevisende triumfer i Gent-Wevelgem og Flandern rundt, virker det som han har timet formen ganske perfekt. I Flandern viste han dessuten hvordan rå stryke og aggressiv kjøring kan vaere verdige substitutter for manglende lagstøtte og taktisk finesse.", "stryk" means in one word :	406:407
2012-2019_stryk_95	stryk	In this sentence "I forrige runde var det Sandviken som fikk stryk med 5-3. Denne gangen var det en Julie Adserø-dobbel som sørget for at Kattem ledet 2-0. Først satte hun et straffespark i nettet etter drøyt halvspilt første omgang, før hun to minutter før pause doblet ledelsen.", "stryk" means in one word :	309:310
1980-1990_særforbund_0	særforbund	In this sentence "Navnet er senere endret til «International Assembly of National Organizations of Sports» (lANOS). Organisasjonen har imidlertid ikke hatt noen suksess, og spiller i dag en beskjeden rolle. Samarbeid mellom de nasjonale saerforbund", "særforbund" means in one word :	282:283
2012-2019_særforbund_707	særforbund	In this sentence "Måten NIF har håndtert kravet om åpenhet, engasjerer også lederne i flere norske saerforbund.", "særforbund" means in one word :	145:146
1980-1990_særforbund_29	særforbund	In this sentence "Medlemsdelen av kvinner i Norges Idrettsforbund har auka frå 30 til 40 pst. på 1970-talet, og enkelte saerforbund har m.a. vedteke kjønnskvotering når det gjeld tingrepresentasjon.", "særforbund" means in one word :	232:233
2012-2019_særforbund_1215	særforbund	In this sentence "Saerforbundene i Norge har egne budsjetter, men de er veldig ujevne. De største, fotball, noen grener i ski, skiskyting og håndball, har relativt god økonomi.", "særforbund" means in one word :	210:211
1980-1990_særforbund_7	særforbund	In this sentence "Den første konferansen fant sted i Canada i 1988, hvor det ble utarbeidet et såkalt «International Anti-Doping Charter» etter modell av det europeiske antidoping charter. lOCs sesjon i 1988 har vedtatt dette som retningslinjer for antidopingarbeidet i de olympiske internasjonale saerforbund. På den andre internasjonale konferansen i Moskva i 1989, ble det bl.a. vedtatt anbefalinger vedrørende «out of competition controls».", "særforbund" means in one word :	478:479
2012-2019_særforbund_1157	særforbund	In this sentence "TOK OPP OL-TRÅDEN: Davaerende president i Norges idrettsforbund, BørreRognlien, etter møtet med de syv vinterolympiske saerforbundene om søknad til OL i Oslo 2022. Rognlien ga i høst ut boken «Jeg var i rommet – 50 år som tillitsvalgt».", "særforbund" means in one word :	288:289
2012-2019_særforbund_951	særforbund	In this sentence "– Det er et tegn i tiden at saerforbund som FIS ønsker å vise seg som tøffe i antidopingarbeidet, og at de er konsekvente når det kommer til dopingstraffer.", "særforbund" means in one word :	208:209
1980-1990_særforbund_6	særforbund	In this sentence "I de internasjonale saerforbund finnes det ikke egne domsinstanser.", "særforbund" means in one word :	119:120
2012-2019_særforbund_717	særforbund	In this sentence "Idrettsanlegg eid og drevet av en klubb eller et saerforbund vil hun nok heller ikke kunne benytte seg av, men her må man se litt på hver enkelt spesifikke situasjon.", "særforbund" means in one word :	218:219
2012-2019_særforbund_299	særforbund	In this sentence "Årsakene til dette kan vaere flere: * At Yngve Hallén ved det forrige tinget, i 2011, var den viktigste målbaereren for saerforbundenes sak mot idrettskretsene.", "særforbund" means in one word :	212:213
2012-2019_særforbund_784	særforbund	In this sentence "De siste årene har NIF og saerforbundene felles utviklet norsk trenerutdanning, og nesten alle saeridretter har nå på plass et moderne utdanningstilbud.", "særforbund" means in one word :	204:205
1980-1990_særforbund_15	særforbund	In this sentence "* Oppgavene vil vaerlig vaere rettet mot Idrettskretser og saerforbund.", "særforbund" means in one word :	123:124
2012-2019_særforbund_1478	særforbund	In this sentence "- Det må vi ta veldig alvorlig, sier Tarjei Bø. Landslagsutøveren mener det har vaert mye fokus på fluorsmøring i Skiforbundet og andre saerforbund de siste åra - blant annet gjennom de forbedrede smøretrailerne.", "særforbund" means in one word :	264:265
1980-1990_særforbund_2	særforbund	In this sentence "Regler om doping finnes enten på nasjonalt nivå eller på internasjonalt nivå. De fleste internasjonale saerforbund har bestemmelser for hva som regnes som doping og hva som skjer ved brudd på bestemmelsene.", "særforbund" means in one word :	258:259
2012-2019_særforbund_33	særforbund	In this sentence "I Norsk Bedriftsidrettsforbund, som er et av de største saerforbundene i idretts-Norge med 300.000 medlemmer, er generalsekretaer Svenn Erik Bolle enig i at et tiltak som Arbetsplassklassikeren kan ha en mobiliseringseffekt og egne seg for et arrangement som Birkebeinerrennet.", "særforbund" means in one word :	329:330
1980-1990_særforbund_13	særforbund	In this sentence "Ved mer kompliserte anlegg bør man ta kontakt direkte med saerforbundets anleggskonsulent og/eller STUI. Denne fasen omfatter utarbeiding av finansieringsplan og søknader om tippemidler, kommunal støtte, lån m.m.", "særforbund" means in one word :	264:265
1980-1990_særforbund_27	særforbund	In this sentence "Idrettstinget slutta seg til følgjande definisjon av omgrepet toppidrettsutøvar: «En utøver som innenfor sin idrett tilhører landets beste — og er kvalifisert for deltakelse i sitt saerforbunds representasjonslag i internasjonale konkurranser/landskamper.»", "særforbund" means in one word :	308:309
1980-1990_særforbund_21	særforbund	In this sentence "I tiårene etter ble det dannet en rekke saerforbund som i 1910 dannet grunnlaget for opprettelsen av Norges Riksforbund for Idrett.", "særforbund" means in one word :	183:184
1980-1990_særforbund_12	særforbund	In this sentence "Følgende saerforbund har hatt over 10 % stigning: - Handicap +131 % - Seiling + 130 % - Skyting + 41 % - Fotball + 14% - Håndball + 11 % Av de største forbundene er det bare svømmeforbundet som har hatt en tilbakegang, 3 %. Tabellen på side 16 viser antall aktive utøvere pr. 1 000 innbyggere for de største saerforbundene i årene 1980 og 1986. ELVERUM LAeRERHØGSXOLI Medlemmer - idrettslag - alder - kjønn 15 Utvikling saeridretter 1980-86 1 .3 Praktisk gjennomføring av idrettens anleggsplanlegging", "særforbund" means in one word :	552:553
2012-2019_særforbund_799	særforbund	In this sentence "Bildet er fra et tidligere møte med saerforbundene på Gardermoen, der tema blant annet var åpenheten. Foto: Mattis Sandblad, VG Uttalelsen hans – han har ikke vurdert sin stilling – kom helt mot slutten av et lengre innslag der Inge Andersen var alene i studio sammen med programlederen av Dagsnytt 18. BAKGRUNN: TV 2-Davy i strupen på NIFs generalsekretaer Under «debatten» sa NIFs generalsekretaer også at Norges største frivillige organisasjon – med 2,5 millioner medlemskap – «har usedvanlig stor åpenhet».", "særforbund" means in one word :	562:563
